Tag,Headline,Summary,Link
UK schools,Pupils in England to return to sitting GCSEs and A-levels in 2022 ,"Surge in costs to secure talented employees threatens UK’s competitiveness, report suggests",https://www.ft.com/content/b269f322-d5fc-4491-815a-cc2d85b64d7c
London fights for its future,City of London bosses call for short-term business visas,Partners in line for £1m payout as clients unwind spending cuts and M&A booms,https://www.ft.com/content/77c9f643-37a0-460a-b0ea-9f0df01bb290
Deloitte LLP,Deloitte UK profits boosted by public sector pandemic work,"Three more power companies fail, leaving 225,000 customers of Igloo, Symbio and Enstroga to be transferred",https://www.ft.com/content/d00f5495-c664-41fc-ab50-ab40a1c74b89
UK energy,Ofgem warns energy suppliers of strong enforcement action as crisis deepens,Attempt by government to nudge consumers towards lower-carbon alternatives by shifting tax burden,https://www.ft.com/content/a19b3007-1484-4c01-9c9f-f3b673f170c4
UK energy,UK green energy surcharges set to switch from electric to gas bills,"Central bank chiefs Lagarde, Kuroda and Bailey echo his comments as they watch for price pressures",https://www.ft.com/content/54b437ad-4683-434e-89aa-e26772092b31
Central banks,Fed’s Powell warns inflationary supply chain snags may persist  ,"Alphawave shares crash, Streaming piracy, Withings diver’s watch",https://www.ft.com/content/90fc98ad-d69b-44c5-8902-b93c4f952805
#techFT,AI’s many different personalities,"In a global market where everything seems correlated, finding assets that buck the trend can be tricky ",https://www.ft.com/content/96e857a2-aeef-4fd8-912b-35b5432039dd
Adventurous InvestorDavid Stevenson,Key investments that pass my diversifier test  ,Judges find bloc had not gained sufficient consent from people of rebel territory when ratifying agreements,https://www.ft.com/content/f628d712-eda0-496c-887c-2a5d1c1c9ca3
Supply chains,"Global supply chains at risk of collapse, warn business leaders",Governments urged to restore freedom of movement to transport workers to alleviate their ‘mistreatment’,https://www.ft.com/content/db887ea6-206b-41e8-9d52-68a6a8ce9b0d
Japanese politics & policy,Japan’s ruling party appoints ‘Mr status quo’ Fumio Kishida as next leader,Former foreign minister will be appointed PM on Monday after winning LDP leadership race,https://www.ft.com/content/9c3b578f-2dd5-4913-acc9-4252c80214e1
Alphawave,Alphawave shares fall more than 50% after FT report,Toronto-based chip designer loses more than £1bn of market value,https://www.ft.com/content/664a4c34-5be4-4979-87b3-f0e81ef400ea
The FT ViewThe editorial board,The US debt ceiling needs to be raised,"Even if short-term crisis is averted, limit on borrowing merits reform",https://www.ft.com/content/738d2e4f-5453-4f83-bec5-bbc995e1a30c
The Trump Organization,"Trump Organization probe ‘alive and well’, New York attorney-general says",Letitia James says ‘stay tuned’ as charges weighed against another executive at former president’s business empire,https://www.ft.com/content/909f82e6-dd31-45ea-b5c8-accea71e88ba
Coronavirus pandemic,Coronavirus latest: Beijing Winter Olympics to only admit spectators from mainland China due to Covid measures — as it happened,EU consumer activity powers on but rising infections put brakes on Asia-Pacific,https://www.ft.com/content/a9524b6a-34dd-4cc5-bbea-506e4a6719bc
The Road to Recovery,Fresh data highlight two-speed nature of global recovery,American priorities are shifting under Joe Biden and the quicker the EU boosts its own ‘strategic autonomy’ the better,https://www.ft.com/content/559cbe41-9965-40e3-af7f-f4e93e414186
Benjamin Haddad,Europe must wean itself off US defence to reset transatlantic relations,Vote expected on measure to fund government after Republicans block efforts to raise spending limit,https://www.ft.com/content/6f2a36ad-aa1d-4aa0-af29-ec3b338739d5
US politics & policy,Democrats seek to avoid shutdown while they scramble on debt ceiling,"Move comes as fuel retailers and suppliers including BP, Shell and ExxonMobil says picture is improving",https://www.ft.com/content/1c059500-68ce-4dec-946e-1e1480fb9b0a
UK politics & policy,UK deploys reserve tanker fleet to help ease fuel crisis,UK opposition leader confronts hecklers and strives to reconnect with voters in keynote conference speech,https://www.ft.com/content/6126c923-bcd2-41fa-9c36-f9d0d14711e8
News in-depthLabour Party UK,Keir Starmer challenges critics as he decisively moves Labour to centre,Being more productive will help keep prices stable even in the face of higher wages,https://www.ft.com/content/35a7a09f-e669-4a07-a1aa-524561bd7b79
Megan Greene,Productivity growth is almost everything in the post-Covid recovery,Globalisation and tourism are expanding western palates,https://www.ft.com/content/89098269-0889-4945-a120-2f8e7adf8cc4
FT MagazineGillian Tett,Would you eat a guinea pig?,"British hostility to China looks set to provide CGN with its own exit, leaving taxpayers holding the baby",https://www.ft.com/content/5e3b8d62-7afe-4559-9053-3c645482003f
LexNuclear energy,CGN/Sizewell C: enforced sale could leave Chinese group with a warm glow Premium content,Move comes after year-long hiatus that paralysed one of the world’s most important white-collar crime fighting authorities,https://www.ft.com/content/5da14a75-20f4-457e-8b37-7ce09a921387
Switzerland,Switzerland appoints new federal prosecutor,Magdalena Andersson nominated as leader of the ruling Social Democrats,https://www.ft.com/content/837671d4-e674-46ea-b732-6c3594fb1f05
Sweden,Finance minister on course to become Sweden’s first female PM,Prime minister will have to show political courage and detail on policies if he is to fulfil climate change pledge,https://www.ft.com/content/e681e398-9dac-4c7b-9e25-dbb254959fe1
FT SeriesCan Boris Johnson change the face of Britain?,Boris Johnson under pressure to set out UK’s route to net zero emissions,Greg Kelly is accused of overseeing a system of ‘backdoor remuneration’ for carmaker’s former chief Carlos Ghosn,https://www.ft.com/content/6f578ea1-61c5-4a65-8ea8-ad484119d2ad
Nissan Motor Co Ltd,Japanese prosecutors seek 2-year sentence for ex-Nissan legal head,"Ilya Sachkov is founder of Group-IB, which specialises in preventing ransomware and has worked with Interpol",https://www.ft.com/content/4dd16f63-1173-42fe-8001-511310985924
Cyber Security,Russia arrests cyber security expert on treason charge,Move comes as exiled opposition leaders accuse bloc of failing to do enough to help their cause,https://www.ft.com/content/26679340-b77b-47c0-9a24-14bef6f646a2
Belarus,EU plans visa crackdown on Belarus officials,Eric Zemmour shifts focus of debate around Islam and law and order ahead of presidential election in April ,https://www.ft.com/content/6ee2a904-497d-4fa5-876c-e214bcb91165
French presidential election,Anti-immigration TV personality threatens to displace Le Pen in French polls,"The longer central bank ‘tapering’ is delayed, the more the risk of a disruptive markets move",https://www.ft.com/content/811e75cf-37b1-48aa-b723-b40da17b4b76
Markets InsightMohamed El-Erian,Bond sell-off is a warning to the Fed,Rising energy prices can help accelerate the transition away from fossil fuels,https://www.ft.com/content/225cb41f-2cfc-42de-9066-d0ce86a2fed7
Lex,Lex Letter from London: throwing petrol on the flames of shortage fears Premium content,"The inaugural trade and technology summit is being held by US and EU officials, but where is the discussion of certain tariffs?",https://www.ft.com/content/d273a392-8c01-4df4-959a-1008c16593de
Trade Secrets,The vital issue missing from the trade agenda Premium content,"Equity markets sell-off, US military officials admit Afghanistan failings and Amazon launches a home robot",https://www.ft.com/content/7e1a8072-cdaa-4363-8231-700a66010af3
Government Pension Investment Fund Japan,World’s biggest pension fund shuns renminbi-denominated sovereign bonds,Japan’s GPIF takes decision as foreign investor concerns mount over risks of Chinese markets ,https://www.ft.com/content/efddc254-b035-4e48-b2ce-68fb40cc36bf
The FT ViewThe editorial board,Overhaul of Companies House is long overdue,Combating UK furlough fraud should be another impetus for change,https://www.ft.com/content/6fd92a72-e457-4d32-a5a5-c44ec2b76e20
Wm Morrison Supermarkets PLC,Morrisons’ future set to be decided in one-day auction this weekend,"Five-round process to take place on Saturday, rules UK’s Takeover Panel",https://www.ft.com/content/2b9e0c92-76cf-4c85-b097-afb48698b9df
Global Economy,Further reading,Banque de France vs MMT; Plots against Assange; James Bond,https://www.ft.com/content/2002b14d-8117-4cab-9cd2-5ba71e9262c8
UnhedgedRobert Armstrong,Reflation or stagflation   Premium content,"Rising rates don’t have to crush stocks, but they can",https://www.ft.com/content/48c01b4c-54e9-4d70-a31a-34da03ff2876
Europe Express,French greens take moderate path in pitch for presidency   Premium content,France’s primaries reveal deep split within the country’s Green party  ,https://www.ft.com/content/10fdf3b1-986b-4fe9-b8a0-03269f287b5e
Evergrande Real Estate Group,Evergrande sells $1.5bn bank stake to state-owned enterprise,Debt-laden Chinese property developer faces worsening liquidity crisis as second interest payment due,https://www.ft.com/content/802e9d29-9ae4-441a-871c-edb8277dc7e2
News in-depthETF Hub,"Poor ESG standards hold back funds’ ability to do good, study suggests","Most sustainability funds focus on metrics extracted from self-reported data, London-based fintech says",https://www.ft.com/content/f29a6f96-3f97-4df3-a217-3e7c6d3a3f9e
The best books of the week,Broken Heartlands by Sebastian Payne — Labour’s love lost,The FT’s Whitehall editor provides a fascinating travelogue in search of the north of England’s political shift to the right,https://www.ft.com/content/b4512a92-d11f-4ec5-8751-af0ef00ade11
Sovereign bonds,Global bond market set for worst month since early 2021,Investors focus on prospect of US and UK interest rate rises as inflation worries grow,https://www.ft.com/content/42e62e77-f830-4e5a-895f-7837a72847b0
Your QuestionsLucy Warwick-Ching,Should I file a US tax return? ,"I have dual UK-US citizenship, but have lived in the UK for my working life",https://www.ft.com/content/0198b252-d6c2-4bc4-9d01-4dcfaecea5b3
German politics,‘Worlds colliding’: Greens and liberals seek common ground for governing after Merkel,Two parties with stark differences on tax and debt are starting ‘pre-talks about talks’ to forge new coalition,https://www.ft.com/content/ed88dd51-ad3a-4bab-b5f4-d25db2adc907
EU economy,Eurozone consumer activity returns to pre-pandemic levels,Data show rising confidence but high energy prices and supply-chain disruptions pose threat  ,https://www.ft.com/content/c4d3daa9-cd61-46cb-9db9-00cb1a9fbac0
Banks,Is it time to scrap the Irish banking pay cap?,"Bank of Ireland’s chief financial officer latest big name to jump ship due to €500,000 limit, a legacy of banking crisis ",https://www.ft.com/content/504f7264-a0e7-4181-a206-041bebd6cb84
Global InsightKathrin Hille,Taipei’s bid to join transpacific trade pact could be held hostage by Beijing ,Taiwan’s application ticks more boxes but China has greater political sway over the bloc’s members,https://www.ft.com/content/574d3a5b-41b8-4a90-a9eb-a9188074bdb8
Inside BusinessDaniel Dombey,Spanish political tensions put pressure on business to act,Companies need to work closer with Madrid to tap EU recovery plan funds ,https://www.ft.com/content/c93f68e5-8dcd-4e47-8a37-ed59fc94bab8
Tunisia,Tunisia’s president faces backlash after power grab,Critics of Kais Saied become more vocal as concerns over growing autocracy and economic drift intensify,https://www.ft.com/content/ea1ba837-fdce-41a0-a588-350043e3d3b5
